extension,filename.size,action,category,event.desc,event.type,result,netname,tld,size
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",google,765
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src","org,com",794
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src","org,com",794
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src","org,com",792
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",com,787
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",com,787
,,,,"""Component: C&amp;C Identification Pattern, version: 1.01524.16 on the ActiveUpdate server.""",300102,Success,private misc,,391
,,,,Updated component C&amp;C Identification Pattern,300102,Success,private misc,,349
,,,,"""Component: Advanced Persistent Threat Information Pattern, version: 1.15700.39 on the ActiveUpdate server.""",300102,Success,private misc,,411
,,,,Updated component Advanced Persistent Threat Information Pattern,300102,Success,private misc,,369
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",google,766
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",,772
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",,772
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",org,780
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,797
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,797
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,783
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,783
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,799
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,764
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,785
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,785
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",google,762
,0,not blocked,Authentication,Successful logon using default Administrator account - RDP,609,,"private misc,private dst,private src",org,814
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,789
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src","org,com",794
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src","org,com",794
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src","org,google",777
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",,759
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,796
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,798
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,798
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,798
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,781
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,789
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",com,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",com,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,787
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,787
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,783
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,758
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,798
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,798
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,790
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,790
,,,,All components are up-to-date,300102,Success,private misc,,334
,,,,User logged on,300999,Success,"private misc,private src",,336
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",google,765
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",google,763
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",google,763
,0,not blocked,Suspicious Traffic,Possible DGA - DNS (Response),2308,,"private misc,private dst,other src",,775
,0,not blocked,Suspicious Traffic,Possible DGA - DNS (Response),2308,,"private misc,private dst,other src",,775
,0,not blocked,Suspicious Traffic,Possible DGA - DNS (Response),2308,,"private misc,private dst,private src",org,791
,0,not blocked,Suspicious Traffic,Possible DGA - DNS (Response),2308,,"private misc,private dst,private src",org,791
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,769
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,796
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,798
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,798
,,,,User logged off,300999,Success,"private misc,private src",,337
jpg,11181056,,,Sample file sandbox analysis is finished,200119,,private misc,,564
jpg,11181056,,,Sample file sandbox analysis is finished,200119,,private misc,,569
,,,,User logged on,300999,Success,"private misc,private src",,336
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,798
,0,not blocked,Authentication,Unsuccessful logon - RDP,2388,,"private misc,private dst,private src",org,776
,,,,User logged off,300999,Success,"private misc,private src",,337
,0,not blocked,Authentication,Unsuccessful logon - RDP,2388,,"private misc,private dst,private src",org,776
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,774
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,798
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",com,781
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",com,781
,0,not blocked,Suspicious Traffic,Possible DGA - DNS (Response),2308,,"private misc,private dst,other src",,772
,0,not blocked,Suspicious Traffic,Possible DGA - DNS (Response),2308,,"private misc,private dst,other src",,772
,0,not blocked,Suspicious Traffic,Possible DGA - DNS (Response),2308,,"private misc,private dst,private src",org,791
,0,not blocked,Suspicious Traffic,Possible DGA - DNS (Response),2308,,"private misc,private dst,private src",org,791
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,797
,,,,"""Component: Spyware&#x2F;Grayware Pattern, version: 2.219.00 on the ActiveUpdate server.""",300102,Success,private misc,,387
,,,,Updated component Spyware&#x2F;Grayware Pattern,300102,Success,private misc,,347
,,,,User logged on,300999,Success,"private misc,private src",,336
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",com,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",com,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",com,782
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",com,782
,0,not blocked,Authentication,Successful logon using default Administrator account - RDP,609,,"private misc,private dst,private src",org,814
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,787
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,775
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,770
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,770
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,785
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,770
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,785
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,785
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,,,,User logged on,300999,Success,"private misc,private src",,336
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,,Legitimate Service - DNS Response,40,,"private misc,private dst,private src",,753
,,,,Attempted to save Detection Rules settings.,300999,Success,"private misc,private src",,365
,,,,All components are up-to-date,300102,Success,private misc,,334
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",,768
fna17268,4099328,,,Sample file sandbox analysis is finished,200119,,private misc,,568
fna17268,4099328,,,Sample file sandbox analysis is finished,200119,,private misc,,573
,,,,Attempted to save Detection Rules settings.,300999,Success,"private misc,private src",,365
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",,772
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",,772
fna17268,4099328,not blocked,,Executable file dropped in administrative share - SMB,35,,"private misc,private dst,private src",org,887
,0,not blocked,,WMIEXECUTE - DCERPC (Request),2399,,"private misc,private dst,private src",org,758
,0,not blocked,,WMIEXECUTE - DCERPC (Request),2399,,"private misc,private dst,private src",org,761
,0,not blocked,,WMIEXECUTE - DCERPC (Request),2399,,"private misc,private dst,private src",org,746
,,,,Attempted to save Detection Rules settings.,300999,Success,"private misc,private src",,365
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,770
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,782
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,782
,0,not blocked,,WMIEXECUTE - DCERPC (Request),2399,,"private misc,private dst,private src",org,746
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,771
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,770
,,,,Attempted to export detection rule setting.,300999,Success,"private misc,private src",,365
,,,,Attempted to save Detection Rules settings.,300999,Success,"private misc,private src",,365
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,782
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,other dst,private src",org,777
,0,not blocked,Authentication,Unsuccessful logon - RDP,2388,,"private misc,private dst,private src",org,775
,0,not blocked,Authentication,Unsuccessful logon - RDP,2388,,"private misc,private dst,private src",org,774
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,other dst,private src",org,777
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,793
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,793
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,772
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,786
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,786
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,786
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,786
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src","org,google",775
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,782
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,782
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,774
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,774
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,782
,,,,All components are up-to-date,300102,Success,private misc,,334
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src","org,com",794
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",org,779
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",org,779
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,784
,0,not blocked,Authentication,Successful logon using default Administrator account - RDP,609,,"private misc,private dst,private src",org,814
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,786
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,786
,0,not blocked,,WMIEXECUTE - DCERPC (Request),2399,,"private misc,private dst,private src",org,746
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,770
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",com,779
,,,,All components are up-to-date,300102,Success,private misc,,334
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",google,767
,0,not blocked,,WMIEXECUTE - DCERPC (Request),2399,,"private misc,private dst,private src",org,746
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,800
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,800
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,799
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,799
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,785
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,786
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,786
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,784
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,791
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,791
,,,,"""Component: Deep Discovery Malware Pattern, version: 15.405.92 on the ActiveUpdate server.""",300102,Success,private misc,,394
,,,,Updated component Deep Discovery Malware Pattern,300102,Success,private misc,,353
,,,,All components are up-to-date,300102,Success,private misc,,334
,0,not blocked,Authentication,Successful logon - RDP,2184,,"private misc,private dst,private src",org,770
,,,,All components are up-to-date,300102,Success,private misc,,334
,,,,All components are up-to-date,300102,Success,private misc,,334
,,,,All components are up-to-date,300102,Success,private misc,,334
,0,not blocked,,Legitimate Service - DNS Response,40,,"private misc,private dst,private src",org,755
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,797
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,797
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,797
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,797
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,797
,,,,Deep Discovery Inspector deleted logs older than 121 days,300999,Success,private misc,,362
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,795
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,795
,,,,All components are up-to-date,300102,Success,private misc,,334
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,801
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,801
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,801
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,801
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",,782
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,other src",,782
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,799
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,799
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,799
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,799
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,799
,,,,All components are up-to-date,300102,Success,private misc,,334
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,800
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,800
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,799
,0,not blocked,Suspicious Traffic,DNS response resolves to dead IP address,101,,"private misc,private dst,private src",org,799
,,,,Attempted to renew product license,300999,Success,private misc,,339
,,,,All components are up-to-date,300102,Success,private misc,,334
exe,3610312,,,Sample file sandbox analysis is finished,200119,,private misc,,614
exe,3610312,,,Sample file sandbox analysis is finished,200119,,private misc,,619
,,,,All components are up-to-date,300102,Success,private misc,,334
exe,5533888,,,Sample file sandbox analysis is finished,200119,,private misc,,612
exe,5533888,,,Sample file sandbox analysis is finished,200119,,private misc,,617
,,,,"""Component: Network Content Inspection Pattern, version: 1.13913.00 on the ActiveUpdate server.""",300102,Success,private misc,,399
,,,,"""Component: Network Content Correlation Pattern, version: 1.13841.00 on the ActiveUpdate server.""",300102,Success,private misc,,400
,,,,Updated component Network Content Correlation Pattern,300102,Success,private misc,,358
,,,,Updated component Network Content Inspection Pattern,300102,Success,private misc,,357
,,,,All components are up-to-date,300102,Success,private misc,,334
,,,,All components are up-to-date,300102,Success,private misc,,334
